Prop ID,Prop Name,Prop City,Live Date,RM,PM,Total Inventory,Avali,Inv Status,Head,MTD - FH Occ,Jan-2026 Ach ADR,STLM ADR,Feb-2026 MTD ADR,LM Vs CM ADR MTD,STLM,Feb-2026 MTD Rev,LM Vs CM MTD,Jan-2026 Ach Rev,Monthly Target,Monthly RR,Achievement,Target delta,Grid Status,MTD CTF,Bucket,CM Pricing Forms Count,L30D Pricing Forms Count,Days Since Last Pricing Form,MM,City Tag,Set,CAT
157,FabHotel Aashraye,New Delhi,15-Mar-2018,Aman Mishra,Ashish Kumar,18,18,Live,Arun Biyani,0.00%,2701.2,2847,3130.2,9.9% ▲,0.94,3.54,276.5% ▲,3.84,7.79,9.9,127.13%,2.11,No Grid,3367,0-10%,4,12,5,Nehru Place,Metro,PreSet,CAT A
528,FabHotel VJR Electronic City,Bangalore,11-Aug-2016,Dhirendra Singh,Arun Dagar,21,21,Live,Arun Biyani,0.00%,1900.8,1855.9,2029.1,9.3% ▲,0.63,1.16,83.3% ▲,2.45,2.4,3.24,134.94%,0.84,No Grid,549,0-10%,0,1,12,Electronic City,Metro,PreSet,CAT A
529,FabHotel RMS Comforts,Bangalore,12-Aug-2016,Dhirendra Singh,Arun Dagar,26,26,Live,Arun Biyani,0.00%,2599.2,2176.7,2279.4,4.7% ▲,0.13,0.64,388.7% ▲,1.27,1.34,1.79,133.36%,0.45,No Grid,2451,0-10%,0,1,13,Mathikere,Metro,PreSet,CAT A
536,FabHotel Aaykay LEC,Amritsar,23-Aug-2016,Jitendra Dhaker,Ashish Kumar,30,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Albert Road,Pilgrim,PreSet,
537,FabHotel Khems,Ooty,23-Aug-2016,Shahan Kumar,Ashish Kumar,26,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Bombay Castel,Leisure,PreSet,
575,FabHotel Star Delhi,New Delhi,28-Oct-2016,Aman Mishra,Ashish Kumar,25,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Mahipalpur,Metro,PreSet,
577,FabExpress Exotica II,Noida,28-Oct-2016,Jitendra Dhaker,Ashish Kumar,16,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sector 105,Business,PreSet,
599,FabHotel Transit,New Delhi,12-Dec-2016,Aman Mishra,Ashish Kumar,53,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Mahipalpur,Metro,PreSet,
607,FabExpress Ascot International Delist,Mumbai,20-Dec-2016,Abhinav Sharma,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Mumbai International Airport,Metro,PreSet,
621,FabHotel Plus Embassy Park,Mumbai,2-Jan-2017,Abhinav Sharma,Arun Dagar,5,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Santacruz East,Metro,PreSet,
622,FabHotel Corporate Crown,Bangalore,2-Jan-2017,Dhirendra Singh,Arun Dagar,14,14,Live,Arun Biyani,0.00%,1892.6,1874.5,1915.1,2.2% ▲,1.42,1.47,3.5% ▲,4.41,4.69,4.13,88.04%,-0.56,No Grid,309,0-10%,0,1,12,Koramangala,Metro,PreSet,CAT A
627,FabHotel Atlas Plaza,Mumbai,10-Jan-2017,Abhinav Sharma,Arun Dagar,39,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Andheri East Railway Station,Metro,PreSet,
634,FabHotel Prime Avenue,Indore,14-Jan-2017,Abhishek Asthana,Arun Dagar,18,18,Live,Arun Biyani,0.00%,1849.2,1841.3,1688.2,-8.3% ▼,2.96,2.3,-22.5% ▼,9.08,9.08,6.43,70.80%,-2.65,No Grid,6163,0-10%,8,12,1,Vijay Nagar,Business,PreSet,CAT A
638,FabHotel Pearl City,Hyderabad,18-Jan-2017,Sharique Ansari,Ashish Kumar,45,45,Live,Arun Biyani,0.00%,2308.7,2368.7,2317.2,-2.2% ▼,1.33,1.65,24.0% ▲,5.98,5.56,4.61,82.85%,-0.95,No Grid,1622,0-10%,1,6,6,Hitech City,Metro,PreSet,CAT A
642,FabHotel Cabana LEC,New Delhi,21-Jan-2017,Aman Mishra,Ashish Kumar,17,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Greater Kailash,Metro,PreSet,
644,FabHotel Prime Royal Castle,Coimbatore,24-Jan-2017,Shahan Kumar,Ashish Kumar,30,30,Live,Arun Biyani,0.00%,2292.8,2424.8,2216.4,-8.6% ▼,1.36,1.33,-2.1% ▼,5.32,5.49,3.72,67.82%,-1.77,No Grid,11478,0-10%,2,4,4,Gandhipuram,Business,PreSet,CAT A
649,FabHotel Le Royce Koregaon Park,Pune,27-Feb-2017,Shubham Verma,Arun Dagar,5,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Koregaon,Metro,PreSet,
654,FabHotel Prime Le Western,Mumbai,2-Mar-2017,Abhinav Sharma,Arun Dagar,27,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Andheri East,Metro,PreSet,
659,FabHotel VJR HSR,Bangalore,6-Mar-2017,Dhirendra Singh,Arun Dagar,27,27,Live,Arun Biyani,0.00%,2232.2,2320.8,2099.5,-9.5% ▼,2.32,1.91,-17.7% ▼,6.85,7.48,5.35,71.52%,-2.13,PRICE_DECREASE_10_PERCENT_3PM,7585,0-10%,0,1,19,HSR Layout,Metro,PreSet,CAT A
683,FabHotel The Residency,Gurgaon,4-May-2017,Jitendra Dhaker,Ashish Kumar,14,14,Live,Arun Biyani,0.00%,1606.1,1664.1,1675.5,0.7% ▲,0.75,0.97,29.8% ▲,2.39,2.72,2.72,100.04%,0,No Grid,0,0-10%,1,4,7,Sushant Lok 1,Metro,PreSet,CAT A
686,FabHotel Amour,Mumbai,6-May-2017,Vipin Verma,Arun Dagar,28,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,16186,0-10%,#N/A,,,Andheri East,Metro,PreSet,Cat A+
690,FabHotel Kinnera Comforts,Visakhapatnam,10-May-2017,Shahan Kumar,Ashish Kumar,38,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Daba Gardens,Business,PreSet,
702,FabHotel Sam Residency NGST to GST,Coimbatore,19-May-2017,Shahan Kumar,Ashish Kumar,25,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Gandhipuram,Business,PreSet,
706,FabHotel Hill View-Jubilee Hills,Hyderabad,30-May-2017,Sharique Ansari,Ashish Kumar,11,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Jubilee Hills,Metro,PreSet,
737,FabHotel Thejas Paaradise LEC,Coimbatore,4-Jul-2017,Shahan Kumar,Ashish Kumar,26,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Dj Nagar,Business,PreSet,
739,FabHotel Marble Arch Delist,New Delhi,7-Jul-2017,Aman Mishra,Ashish Kumar,26,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Karol Bagh,Metro,PreSet,
742,FabHotel Conclave Comfort,New Delhi,12-Jul-2017,Aman Mishra,Ashish Kumar,20,20,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,East of Kailash,Metro,PreSet,
743,FabHotel Aksa International LEC,Mumbai,12-Jul-2017,Abhinav Sharma,Arun Dagar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Andheri East,Metro,PreSet,
756,FabHotel Premium Nest,Gurgaon,5-Aug-2017,Jitendra Dhaker,Ashish Kumar,35,35,Live,Arun Biyani,0.00%,1364.8,1280.6,1346.9,5.2% ▲,0.47,0.78,64.9% ▲,2.07,2.19,2.19,99.88%,0,No Grid,6239,0-10%,1,2,6,Sushant Lok 1,Metro,PreSet,CAT A
801,FabHotel Oriental Suites III,Bangalore,22-Sep-2017,Dhirendra Singh,Arun Dagar,24,24,Live,Arun Biyani,0.00%,1791.5,1745.2,1707.3,-2.2% ▼,0.52,0.5,-5.4% ▼,1.74,1.74,1.39,79.68%,-0.35,PRICE_DECREASE_10_PERCENT_3PM,1699,0-10%,0,1,14,BTM Layout,Metro,PreSet,CAT B
816,FabHotel KK Continental LEC,Amritsar,10-Oct-2017,Jitendra Dhaker,Ashish Kumar,19,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Albert Road,Pilgrim,PreSet,
825,FabHotel Kodai Kings Park,Kodaikanal,27-Oct-2017,Shahan Kumar,Ashish Kumar,25,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Near Kodaikanal Lake,Leisure,PreSet,
834,FabHotel President Inactive,Bhopal,17-Nov-2017,Abhishek Asthana,Arun Dagar,24,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Hamidia Road,Business,PreSet,
839,"FabHotel Prime Sarala Crown With Pool, Calangute Beach LEC",Goa,18-Nov-2017,Abhinav Sharma,Arun Dagar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Calangute,Leisure,PreSet,
859,FabHotel Vinu Valley Resorts,Ooty,12-Dec-2017,Shahan Kumar,Ashish Kumar,11,11,Live,Arun Biyani,0.00%,2809.9,3345.1,1872.5,-44.0% ▼,0.4,0.11,-72.0% ▼,1.85,1.3,0.31,24.20%,-0.99,No Grid,2000,0-10%,1,3,6,Funcity,Leisure,PreSet,CAT B
870,FabHotel Prime V Hazratganj,Lucknow,19-Dec-2017,Vibhor Agarwal,Ashish Kumar,23,23,Live,Arun Biyani,0.00%,2510.7,2661.7,2647.1,-0.5% ▼,1.22,0.45,-63.2% ▼,2.33,1.69,1.26,74.56%,-0.43,PRICE_DECREASE_10_PERCENT_3PM,1002,0-10%,1,5,7,Husainganj,Business,PreSet,CAT A
873,FabHotel White Klove,New Delhi,21-Dec-2017,Aman Mishra,Ashish Kumar,27,27,Live,Arun Biyani,0.00%,2101.8,1942.7,#DIV/0!,-,0.17,0,-100.0% ▼,0.36,0.35,0,0.00%,-0.35,No Grid,0,0-10%,1,3,6,Paharganj,Metro,PreSet,CAT A
910,FabHotel Admiral,Mumbai,15-Jan-2018,Vipin Verma,Arun Dagar,22,22,Live,Arun Biyani,0.00%,3161.2,3048.9,3420.7,12.2% ▲,0.95,3.18,236.6% ▲,3.22,5.4,8.91,164.96%,3.51,No Grid,6505,0-10%,1,4,8,Andheri East,Metro,PreSet,CAT A
920,FabHotel Jaipur Villa LEC,Jaipur,17-Jan-2018,Deeksha Pathak,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vaishali Nagar,Leisure,PreSet,
926,FabExpress Oriental Suites,Bangalore,17-Jan-2018,Dhirendra Singh,Arun Dagar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Hosakerehalli,Metro,PreSet,
941,FabHotel Le Continental,New Delhi,31-Jan-2018,Aman Mishra,Ashish Kumar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,442,0-10%,#N/A,,,Paharganj,Metro,PreSet,Cat A
966,FabHotel Oakwey Inn,Bangalore,13-Feb-2018,Dhirendra Singh,Arun Dagar,24,24,Live,Arun Biyani,0.00%,2086.6,2053.8,2002.4,-2.5% ▼,0.8,1.14,42.5% ▲,1.88,1.85,3.2,172.75%,1.35,No Grid,767,0-10%,1,2,6,Indiranagar,Metro,PreSet,CAT A
1000,FabHotel Crown Suites,Bangalore,28-Feb-2018,Dhirendra Singh,Arun Dagar,13,13,Live,Arun Biyani,0.00%,1731.9,1657.8,1769.5,6.7% ▲,1.21,1.31,8.2% ▲,3.57,3.49,3.67,105.05%,0.18,PRICE_DECREASE_10_PERCENT_3PM,159,0-10%,0,1,19,Koramangala,Metro,PreSet,CAT A
1004,FabHotel Eleanora,Kolkata,28-Feb-2018,Rohit Yadav,Ashish Kumar,5,5,Live,Arun Biyani,0.00%,1650.9,1812.6,1671.9,-7.8% ▼,0.25,0.52,104.2% ▲,1.16,1.02,1.45,142.28%,0.43,No Grid,0,0-10%,0,3,19,Newtown,Metro,PreSet,CAT B
1018,FabHotel Jansi Deluxe,Coimbatore,9-Mar-2018,Shahan Kumar,Ashish Kumar,36,36,Live,Arun Biyani,0.00%,2020,1972.3,1972,-0.0% ▼,1.87,2.7,44.2% ▲,6.4,6.94,7.56,109.00%,0.62,No Grid,9854,0-10%,3,5,6,Gandhipuram,Business,PreSet,CAT A
1059,FabExpress Picnic Plaza,Chennai,23-Mar-2018,Shahan Kumar,Ashish Kumar,11,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Mylapore,Metro,PreSet,
1103,FabHotel Kalyan,Vadodara,25-Apr-2018,Deeksha Pathak,Arun Dagar,19,19,Live,Arun Biyani,0.00%,1575.9,1496,1412.5,-5.6% ▼,0.84,1.1,31.5% ▲,3.4,3.05,3.08,101.14%,0.03,No Grid,2681,0-10%,3,6,1,Sayajiganj,Business,PreSet,CAT B
1108,FabHotel Aries,New Delhi,1-May-2018,Aman Mishra,Ashish Kumar,29,29,Live,Arun Biyani,0.00%,2814.2,2893.9,2918.7,0.9% ▲,0.29,0.41,41.2% ▲,0.79,1.19,1.14,96.15%,-0.05,No Grid,1626,0-10%,1,4,6,Mahipalpur,Metro,PreSet,CAT B
1116,FabHotel Royal Villa Inactive,Amritsar,9-May-2018,Jitendra Dhaker,Ashish Kumar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Near Golden Temple,Pilgrim,PreSet,
1142,FabHotel Flora,Ahmedabad,25-May-2018,Deeksha Pathak,Arun Dagar,30,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vastral,Business,PreSet,
1150,FabExpress Marol Metro Delist,Mumbai,28-May-2018,Abhinav Sharma,Arun Dagar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Andheri East,Metro,PreSet,
1162,FabHotel Spring inn,Mumbai,31-May-2018,Vipin Verma,Arun Dagar,30,30,Live,Arun Biyani,0.00%,3243.4,3476.9,3499.9,0.7% ▲,3.93,2.55,-35.0% ▼,14.43,12.62,7.15,56.69%,-5.47,No Grid,27025,0-10%,1,3,2,Kandivali West Station,Metro,PreSet,CAT A
1171,FabHotel Mansingh,Hyderabad,4-Jun-2018,Sharique Ansari,Ashish Kumar,39,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Begum Bazar,Metro,PreSet,
1178,FabHotel ABC View,Indore,7-Jun-2018,Abhishek Asthana,Arun Dagar,10,10,Live,Arun Biyani,0.00%,1210.7,1184.3,1369.9,15.7% ▲,0.43,0.37,-13.2% ▼,1.59,1.22,1.04,84.89%,-0.18,No Grid,0,0-10%,4,7,2,Vijay Nagar,Business,PreSet,CAT B
1197,FabHotel Silver Lake,Mumbai,13-Jun-2018,Vipin Verma,Arun Dagar,16,15,Live,Arun Biyani,0.00%,2162.7,2082.7,2205.4,5.9% ▲,1.67,2.03,21.8% ▲,6.08,5.29,5.68,107.39%,0.39,No Grid,16842,0-10%,1,3,2,Kurla,Metro,PreSet,CAT A
1198,FabExpress Sagar Villa,Mahabaleshwar,14-Jun-2018,Praveen Yadav,Ashish Kumar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Lingmala Waterfall,Leisure,PreSet,
1202,FabHotel Santoor,Indore,14-Jun-2018,Abhishek Asthana,Arun Dagar,20,20,Live,Arun Biyani,0.00%,2551.4,2402.2,2408.9,0.3% ▲,1.68,1.76,4.6% ▲,5.97,4.5,4.92,109.42%,0.42,No Grid,1209,0-10%,3,6,2,Geeta Bhavan,Business,PreSet,CAT A
1251,Via St. Clouds,Ooty,27-Jun-2018,Shahan Kumar,Ashish Kumar,7,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,0,0-10%,#N/A,,,,Leisure,PreSet,Cat A
1257,FabHotel Royal Residency II,Hyderabad,30-Jun-2018,Sharique Ansari,Ashish Kumar,34,34,Live,Arun Biyani,0.00%,1779.6,1880.3,1713.2,-8.9% ▼,1.22,1.27,3.7% ▲,3.79,3.73,3.55,95.17%,-0.18,No Grid,0,0-10%,1,3,8,Lakdikapul,Metro,PreSet,CAT A
1258,Via Deccan Heritage,Hyderabad,30-Jun-2018,Sharique Ansari,Ashish Kumar,17,9,Live,Arun Biyani,0.00%,1707.1,1882.4,1612.7,-14.3% ▼,1.09,0.82,-24.7% ▼,3.07,3.09,2.3,74.53%,-0.79,PRICE_DECREASE_10_PERCENT_3PM,1871,0-10%,1,3,8,,Metro,PreSet,CAT A
1264,FabHotel Rosewood Inn LEC,Amritsar,12-Jul-2018,Jitendra Dhaker,Ashish Kumar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Amritsar Railway Station,Pilgrim,PreSet,
1270,FabHotel NStay 32,Gurgaon,17-Jul-2018,Jitendra Dhaker,Ashish Kumar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sector 31,Metro,PreSet,
1293,FabHotel Sahar Garden Delist,Mumbai,30-Jul-2018,Abhinav Sharma,Arun Dagar,29,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Andheri East,Metro,PreSet,
1295,FabHotel Damanis,Udaipur,31-Jul-2018,Deeksha Pathak,Arun Dagar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Chetak Circle,Leisure,PreSet,
1297,FabHotel Galaxy Delisted,New Delhi,1-Aug-2018,Aman Mishra,Ashish Kumar,11,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Patel Nagar,Metro,PreSet,
1306,FabExpress The Grand Kohinoor,Mumbai,9-Aug-2018,Abhinav Sharma,Arun Dagar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Vashi,Metro,PreSet,
1332,FabHotel Sahara Inn Inactive,Nashik,20-Aug-2018,Deeksha Pathak,Arun Dagar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Wasan Nagar,Pilgrim,PreSet,
1358,FabHotel Rajnandani Residency,Indore,6-Sep-2018,Abhishek Asthana,Arun Dagar,19,19,Live,Arun Biyani,0.00%,1738.2,1832.4,1851.8,1.1% ▲,0.44,0.35,-20.0% ▼,1.01,0.98,0.99,100.53%,0.01,No Grid,0,0-10%,2,7,2,Transport Nagar,Business,PreSet,CAT B
1372,FabHotel Roshan Residency,Kodaikanal,10-Sep-2018,Shahan Kumar,Ashish Kumar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,SoldOut,0,0-10%,#N/A,,,Naidupuram,Leisure,PreSet,CAT C
1398,FabHotel Jasmine Boutique(LEC),New Delhi,19-Sep-2018,Aman Mishra,Ashish Kumar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sarita Vihar,Metro,PreSet,
1423,FabHotel Ivy Inn,Noida,3-Oct-2018,Jitendra Dhaker,Ashish Kumar,11,11,Live,Arun Biyani,0.00%,1664.5,1819.5,1612,-11.4% ▼,0.07,0.37,409.4% ▲,0.38,0.34,1.04,305.32%,0.7,No Grid,150,0-10%,1,3,9,Sector 35,Business,PreSet,CAT C
1440,FabHotel Phoenix International,Mumbai,9-Oct-2018,Abhinav Sharma,Arun Dagar,26,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Mumbai International Airport,Metro,PreSet,
1449,FabHotel Conclave Boutique,New Delhi,11-Oct-2018,Aman Mishra,Ashish Kumar,34,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Greater Kailash,Metro,PreSet,
1463,Via Hemkunt Mansion,Noida,16-Oct-2018,Jitendra Dhaker,Ashish Kumar,14,10,Live,Arun Biyani,0.00%,1863.8,1968.5,2131,8.3% ▲,0.24,0.53,125.5% ▲,0.95,1.19,1.49,125.35%,0.3,No Grid,1168,0-10%,0,2,14,,Business,PreSet,CAT B
1482,FabHotel GCR,Gurgaon,25-Oct-2018,Jitendra Dhaker,Ashish Kumar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,"Sector 42-43, Rapid Metro Station",Metro,PreSet,
1485,FabExpress Hamlet's Stay,Noida,29-Oct-2018,Jitendra Dhaker,Ashish Kumar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,S.E.Z,Business,PreSet,
1490,FabExpress SVL,Indore,29-Oct-2018,Abhishek Asthana,Arun Dagar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Radisson Square,Business,PreSet,
1496,FabHotel Kolkata Residency,Kolkata,31-Oct-2018,Rohit Yadav,Ashish Kumar,6,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Newtown,Metro,PreSet,
1499,FabHotel Prime Om Epic LEC,Indore,2-Nov-2018,Abhishek Asthana,Arun Dagar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vijay Nagar,Business,PreSet,
1527,FabHotel Sanctuary Suites,Bangalore,20-Nov-2018,Dhirendra Singh,Arun Dagar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Indiranagar,Metro,PreSet,
1536,FabHotel De Sivalika,Kolkata,23-Nov-2018,Rohit Yadav,Ashish Kumar,12,12,Live,Arun Biyani,0.00%,1868.1,1895.4,1864.6,-1.6% ▼,0.93,0.43,-53.8% ▼,3.21,2.92,1.2,41.12%,-1.72,PRICE_DECREASE_10_PERCENT_3PM,3960,0-10%,0,3,14,Howrah,Metro,PreSet,CAT A
1547,"FabHotel Casa Kiara With Pool Side Bar, Calangute",Goa,30-Nov-2018,Abhinav Sharma,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Calangute,Leisure,PreSet,
1555,FabHotel Golden Swan,Chennai,6-Dec-2018,Shahan Kumar,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Tambaram,Metro,PreSet,
1557,FabExpress Gateway Inn LEC,Mumbai,6-Dec-2018,Abhinav Sharma,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Mhada,Metro,PreSet,
1559,FabHotel Aman Residency Delisted,Amritsar,7-Dec-2018,Jitendra Dhaker,Ashish Kumar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,ISBT Amritsar,Pilgrim,PreSet,
1564,FabHotel Alpine LEC,Agra,10-Dec-2018,Vibhor Agarwal,Ashish Kumar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Taj Mahal,Leisure,PreSet,
1572,FabHotel The Pinnacle,Ranchi,12-Dec-2018,Vibhor Agarwal,Ashish Kumar,11,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Kutchery Chowk,Business,PreSet,
