Prop ID,Prop Name,Prop City,Live Date,RM,PM,Total Inventory,Avali,Inv Status,Head,MTD - FH Occ,Jan-2026 Ach ADR,STLM ADR,Feb-2026 MTD ADR,LM Vs CM ADR MTD,STLM,Feb-2026 MTD Rev,LM Vs CM MTD,Jan-2026 Ach Rev,Monthly Target,Monthly RR,Achievement,Target delta,Grid Status,MTD CTF,Bucket,CM Pricing Forms Count,L30D Pricing Forms Count,Days Since Last Pricing Form,MM,City Tag,Set,CAT
53265,FabExpress Paroza Suites LEC,Goa,12-Sep-2023,Abhinav Sharma,Arun Dagar,12,12,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Calangute,Leisure,PreSet,
53272,Via Wynd,Mumbai,18-Sep-2023,Abhinav Sharma,Arun Dagar,18,18,Live,Arun Biyani,0.00%,2150.1,2195.8,2524.1,14.9% ▲,0.13,0.3,129.9% ▲,0.47,0.42,0.85,201.93%,0.43,No Grid,161,0-10%,0,3,15,,Metro,PreSet,CAT B
53278,FabHotel Sai Sunandan,Shirdi,11-Sep-2023,Deeksha Pathak,Arun Dagar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sai Nagar,Pilgrim,PreSet,
53280,FabHotel Kinsfolk LEC,Ghaziabad,8-Sep-2023,Jitendra Dhaker,Ashish Kumar,12,12,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vasundhara,Business,PreSet,
53282,FabHotel Prime Tiyara Inn,Kolkata,6-Sep-2023,Rohit Yadav,Ashish Kumar,24,24,Live,Arun Biyani,0.00%,3347.4,3369.6,#DIV/0!,-,0.47,0,-100.0% ▼,1.61,1.43,0,0.00%,-1.43,PRICE_DECREASE_10_PERCENT_3PM,0,0-10%,1,3,6,Bidhannagar,Metro,PreSet,CAT B
53287,"FabExpress Coco Goa Resort With Pool, Arpora LEC",Goa,6-Sep-2023,Abhinav Sharma,Arun Dagar,24,24,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Arpora,Leisure,PreSet,
53291,FabHotel Prime Shreya Galaxy,Haridwar,6-Sep-2023,Vibhor Agarwal,Ashish Kumar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Motichur,Pilgrim,PreSet,
53296,FabHotel Vishwa Palace,Ahmedabad,14-Sep-2023,Deeksha Pathak,Arun Dagar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Naroda,Business,PreSet,
53298,FabHotel Suraj Kunj,Indore,7-Sep-2023,Abhishek Asthana,Arun Dagar,16,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Mahalaxmi Nagar,Business,PreSet,
53299,FabHotel MNG,Kanpur,19-Sep-2023,Vibhor Agarwal,Ashish Kumar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Kalyanpur,Business,PreSet,Cat C
53300,FabExpress JK Regency,Mumbai,11-Sep-2023,Abhinav Sharma,Arun Dagar,26,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Andheri East,Metro,PreSet,
53301,FabExpress Aura Inn,Indore,18-Sep-2023,Abhishek Asthana,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sector EB,Business,PreSet,
53304,FabExpress Indore Delist,Mumbai,7-Sep-2023,Abhinav Sharma,Arun Dagar,22,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,South Mumbai,Metro,PreSet,
53306,FabExpress New Deepak,Mumbai,7-Sep-2023,Abhinav Sharma,Arun Dagar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Sandhurst Road,Metro,PreSet,Cat B
53307,FabHotel Sharma & Vishnu Garden,Bhopal,14-Sep-2023,Abhishek Asthana,Arun Dagar,11,11,Live,Arun Biyani,0.00%,1603.1,1577.3,1872,18.7% ▲,0.09,0.02,-80.2% ▼,0.22,0.4,0.05,13.10%,-0.35,No Grid,0,0-10%,2,4,0,Ayodhya Nagar,Business,PreSet,CAT C
53309,FabHotel Crystal Luxury Inn,Mumbai,11-Sep-2023,Abhinav Sharma,Arun Dagar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Bandra,Metro,PreSet,
53311,FabHotel Vihasta Gold Nest,Goa,7-Sep-2023,Abhinav Sharma,Arun Dagar,42,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Porvorim,Leisure,PreSet,
53312,FabExpress Prabhu Sharan,Mumbai,11-Sep-2023,Abhinav Sharma,Arun Dagar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vashi,Metro,PreSet,
53318,Via Embassy Grand,Mumbai,8-Sep-2023,Vipin Verma,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,9205,0-10%,#N/A,,,,Metro,PreSet,Cat A
53321,FabHotel Prime Vrushali Inn,Mumbai,11-Sep-2023,Abhinav Sharma,Arun Dagar,28,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Rabale,Metro,PreSet,
53323,FabHotel Seven Hills,Mumbai,15-Sep-2023,Vipin Verma,Arun Dagar,18,18,Live,Arun Biyani,0.00%,2742,2789,2866.9,2.8% ▲,1.26,2.67,112.4% ▲,4.66,5.67,7.47,131.67%,1.8,No Grid,14106,0-10%,2,4,2,Mumbai International Airport,Metro,PreSet,CAT B
53325,FabHotel Prime Aditya Homes LEC,Hyderabad,8-Sep-2023,Sharique Ansari,Ashish Kumar,25,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Gachibowli,Metro,PreSet,
53326,FabHotel Prime Whitefield,Bangalore,11-Sep-2023,Dhirendra Singh,Arun Dagar,32,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Whitefield,Metro,PreSet,
53330,FabHotel Rajmandir,Surat,13-Sep-2023,Deeksha Pathak,Arun Dagar,23,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vesu,Business,PreSet,
53334,FabHotel HFS,Gurgaon,11-Sep-2023,Jitendra Dhaker,Ashish Kumar,16,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sector 45,Metro,PreSet,
53337,FabExpress Dream Palace LEC,Indore,13-Sep-2023,Abhishek Asthana,Arun Dagar,16,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Scheme No 114,Business,PreSet,
53338,FabHotel Prime Brys Caves,Ramnagar,11-Sep-2023,Praveen Yadav,Ashish Kumar,40,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Corbett National Park,Leisure,PreSet,
53339,FabHotel AVN Plaza,Ranchi,12-Sep-2023,Vibhor Agarwal,Ashish Kumar,25,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Ranchi Railway Station,Business,PreSet,
53340,FabHotel Krishan Executive,Pune,13-Sep-2023,Shubham Verma,Arun Dagar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Hadapsar,Metro,PreSet,
53355,FabHotel Prime Arch Plaza,New Delhi,11-Sep-2023,Aman Mishra,Ashish Kumar,40,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Kapashera,Metro,PreSet,
53365,"FabExpress Golden Nest Deluxe With Pool, Calangute LEC",Goa,11-Sep-2023,Abhinav Sharma,Arun Dagar,10,10,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Calangute,Leisure,PreSet,
53366,FabHotel Prime Regenta Inn,Greater Noida,13-Sep-2023,Praveen Yadav,Ashish Kumar,39,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Pari Chowk,Business,PreSet,
53368,FabHotel Hexa Ghaziabad,Ghaziabad,13-Sep-2023,Jitendra Dhaker,Ashish Kumar,22,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Ghaziabad Junction,Business,PreSet,
53369,FabHotel Skycity Delist,Hyderabad,19-Sep-2023,Sharique Ansari,Ashish Kumar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Shaikpet,Metro,PreSet,
53379,FabHotel Maher Inn Delist,Ahmedabad,11-Sep-2023,Deeksha Pathak,Arun Dagar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Ahmedabad Airport,Business,PreSet,
53380,FabExpress Green Park,Indore,11-Sep-2023,Abhishek Asthana,Arun Dagar,30,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Rajiv Gandhi Circle,Business,PreSet,
53381,FabHotel Executive Residency,Pune,20-Sep-2023,Shubham Verma,Arun Dagar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Koregaon Park,Metro,PreSet,
53382,FabHotel The Palm,Jaipur,13-Sep-2023,Deeksha Pathak,Arun Dagar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Khatipura,Leisure,PreSet,
53383,FabHotel Irish,Pune,25-Sep-2023,Shubham Verma,Arun Dagar,9,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,0,0-10%,#N/A,,,Koregaon Park,Metro,PreSet,Cat C
53384,FabHotel The Arjun,Gurgaon,14-Sep-2023,Jitendra Dhaker,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sector 31,Metro,PreSet,
53385,Via Royal Samrat,Pune,13-Sep-2023,Shubham Verma,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,1566.5,1566.5,#DIV/0!,-,0.03,0,-100.0% ▼,0.03,0.03,0,0.00%,-0.03,Live,0,0-10%,#N/A,,,,Metro,PreSet,CAT B
53388,FabExpress The Gate Begumpet,Hyderabad,14-Sep-2023,Sharique Ansari,Ashish Kumar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Begumpet,Metro,PreSet,
53389,FabHotel Prime Ocean Breeze,Bhopal,18-Sep-2023,Abhishek Asthana,Arun Dagar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Patel Nagar,Business,PreSet,
53399,FabHotel Empire Executive LEC,Pune,12-Sep-2023,Shubham Verma,Arun Dagar,24,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Hinjewadi,Metro,PreSet,
53400,Via Greenstar Inn,Bhubaneswar,13-Sep-2023,Rohit Yadav,Ashish Kumar,20,20,Live,Arun Biyani,0.00%,1446.4,1368.6,1267,-7.4% ▼,0.4,0.04,-90.4% ▼,1.3,0.93,0.11,11.44%,-0.82,No Grid,0,0-10%,1,3,6,,Pilgrim,PreSet,CAT B
53401,FabHotel Avadh Palace,Ahmedabad,20-Sep-2023,Deeksha Pathak,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Gandhi Ashram,Business,PreSet,
53402,FabHotel Sayeeda International,Kolkata,14-Sep-2023,Rohit Yadav,Ashish Kumar,45,45,Live,Arun Biyani,0.00%,2268.6,2413.9,2312.8,-4.2% ▼,1.04,0.12,-88.9% ▼,3.49,3.58,0.32,9.04%,-3.26,PRICE_DECREASE_10_PERCENT_3PM,6910,0-10%,1,3,6,Park Circus,Metro,PreSet,CAT B
53403,FabHotel Bellmont,New Delhi,15-Sep-2023,Aman Mishra,Ashish Kumar,26,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Vivek Vihar,Metro,PreSet,
53404,FabExpress Sahil Residency,Pune,12-Sep-2023,Shubham Verma,Arun Dagar,8,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Wakad,Metro,PreSet,
53405,FabExpress Trijal Inn LEC,Lucknow,15-Sep-2023,Vibhor Agarwal,Ashish Kumar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Transport Nagar,Business,PreSet,
53406,FabHotel Prime Hampshire Plaza,Hyderabad,13-Sep-2023,Sharique Ansari,Ashish Kumar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Lakdikapul,Metro,PreSet,
53409,FabHotel Vista Suites I,Mumbai,15-Sep-2023,Abhinav Sharma,Arun Dagar,48,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vashi,Metro,PreSet,
53410,Via Haidri,Prayagraj,18-Sep-2023,Vibhor Agarwal,Ashish Kumar,15,15,Live,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0.11,0,0.00%,-0.11,No Grid,0,0-10%,1,3,6,,Pilgrim,PreSet,CAT B
53414,FabHotel Prime The Haveli Resort By KS Group,Haridwar,13-Sep-2023,Vibhor Agarwal,Ashish Kumar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Motichur,Pilgrim,PreSet,
53415,FabHotel Clarks Suites,Noida,13-Sep-2023,Jitendra Dhaker,Ashish Kumar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sector 70,Business,PreSet,
53417,Via Skylight Studio Rooms,Pune,13-Sep-2023,Shubham Verma,Arun Dagar,6,6,Live,Arun Biyani,0.00%,1026,1011.9,1120.4,10.7% ▲,0.26,0.16,-40.4% ▼,0.48,0.38,0.44,115.58%,0.06,No Grid,1642,0-10%,1,2,1,,Metro,PreSet,CAT C
53421,FabHotel Prime Florida,Mohali,19-Sep-2023,Jitendra Dhaker,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Kharar,Business,PreSet,
53429,FabExpress Comfort Inn,Kolkata,14-Sep-2023,Rohit Yadav,Ashish Kumar,13,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Chinar Park,Metro,PreSet,
53431,FabExpress Antonio's LEC,Goa,18-Sep-2023,Abhinav Sharma,Arun Dagar,14,14,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Calangute Beach,Leisure,PreSet,
53435,FabHotel Hexa Noida Sector 56 LEC,Noida,13-Sep-2023,Jitendra Dhaker,Ashish Kumar,27,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sector 56,Business,PreSet,
53438,FabHotel Hexa Lajpat Nagar,New Delhi,13-Sep-2023,Aman Mishra,Ashish Kumar,21,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Lajpat Nagar,Metro,PreSet,
53439,FabHotel Hexa Chhatarpur,New Delhi,13-Sep-2023,Aman Mishra,Ashish Kumar,32,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Chhatarpur,Metro,PreSet,
53443,FabHotel Hexa Mahipalpur,New Delhi,13-Sep-2023,Aman Mishra,Ashish Kumar,42,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Mahipalpur,Metro,PreSet,
53446,FabHotel Posh Classic,Gurgaon,13-Sep-2023,Jitendra Dhaker,Ashish Kumar,21,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,DLF Phase III,Metro,PreSet,
53448,FabHotel Grand Royal Palms,Goa,26-Oct-2023,Abhinav Sharma,Arun Dagar,20,20,Live,Arun Biyani,0.00%,3221.1,3326.2,2439.2,-26.7% ▼,3.63,2.24,-38.1% ▼,8.37,7.22,6.28,87.03%,-0.94,Gradual Price Increase,0,0-10%,8,24,1,Benaulim Beach,Leisure,PreSet,CAT A
53459,FabHotel Red Coral,Haridwar,14-Sep-2023,Vibhor Agarwal,Ashish Kumar,24,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Bhoopatwala,Pilgrim,PreSet,
53465,FabExpress Victory,Lucknow,4-Dec-2023,Vibhor Agarwal,Ashish Kumar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Aminabad,Business,PreSet,
53470,FabHotel Shivam I,Mumbai,22-Sep-2023,Abhinav Sharma,Arun Dagar,40,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Dombivli East,Metro,PreSet,
53474,FabHotel Smriti Star,Bhopal,15-Sep-2023,Abhishek Asthana,Arun Dagar,24,24,Live,Arun Biyani,0.00%,1216.2,1290.8,1139.7,-11.7% ▼,0.25,0.03,-86.1% ▼,0.54,0.71,0.1,13.48%,-0.61,No Grid,0,0-10%,1,5,5,MP Nagar,Business,PreSet,Churn
53477,FabExpress JT Complex,Ranchi,20-Sep-2023,Vibhor Agarwal,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Nizam Nagar,Business,PreSet,
53479,FabHotel Prime The Citi Residency Nigha,Asansol,15-Sep-2023,Praveen Yadav,Ashish Kumar,45,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Nigha,Business,PreSet,
53481,FabHotel JMS Residency Delist,Dehradun,15-Sep-2023,Vibhor Agarwal,Ashish Kumar,8,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,GMS Road,Leisure,PreSet,
53482,FabExpress Metro GS Comforts,Bangalore,15-Sep-2023,Dhirendra Singh,Arun Dagar,31,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Jakkur Aerodrome,Metro,PreSet,
53484,FabHotel Kular,New Delhi,12-Jan-2024,Aman Mishra,Ashish Kumar,15,15,Live,Arun Biyani,0.00%,2885.6,3033.5,3093.4,2.0% ▲,1.58,1.64,3.9% ▲,2.6,3.53,4.59,130.05%,1.06,No Grid,1564,0-10%,1,4,2,Saket,Metro,PreSet,CAT B
53486,FabExpress Diva LEC,New Delhi,18-Dec-2023,Aman Mishra,Ashish Kumar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Shahdara,Metro,PreSet,
53489,FabHotel KD Inn,Amritsar,15-Sep-2023,Jitendra Dhaker,Ashish Kumar,17,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Near Jallianwala Bagh,Pilgrim,PreSet,
53490,FabExpress Aishwarya Service Apartment Delist,Mumbai,18-Sep-2023,Abhinav Sharma,Arun Dagar,8,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vashi,Metro,PreSet,
53497,FabHotel Vishwa,Ahmedabad,15-Sep-2023,Deeksha Pathak,Arun Dagar,8,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Nana Chiloda,Business,PreSet,
53500,FabHotel Prime Shourya Residency,Pune,15-Sep-2023,Shubham Verma,Arun Dagar,22,22,Live,Arun Biyani,0.00%,3002.2,2863.7,2849.7,-0.5% ▼,1.92,2.37,23.3% ▲,6.48,6.45,6.62,102.68%,0.17,No Grid,0,0-10%,1,2,1,Shivaji Nagar,Metro,PreSet,CAT A
53504,FabHotel Prime Gargee Grand,Patna,18-Sep-2023,Vibhor Agarwal,Ashish Kumar,32,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Exhibition Road,Business,PreSet,
53522,FabExpress KJ Home's LEC,Lucknow,18-Sep-2023,Vibhor Agarwal,Ashish Kumar,12,12,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Gomti Nagar,Business,PreSet,
53525,FabHotel The Gahmar Inn,Lucknow,18-Sep-2023,Vibhor Agarwal,Ashish Kumar,19,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Gomti Nagar,Business,PreSet,
53527,FabHotel Sparkling Pearl,Aurangabad Maharashtra,22-Sep-2023,Deeksha Pathak,Arun Dagar,8,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Cidco,Business,PreSet,
53532,FabExpress Vandan Villa Rooms Service Apartment,Nagpur,26-Sep-2023,Deeksha Pathak,Arun Dagar,8,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Dr. Babasaheb Ambedkar International Airport,Business,PreSet,
53533,FabEscape Orient Royal,Goa,28-Sep-2023,Abhinav Sharma,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Calangute,Leisure,PreSet,
53537,FabHotel Yug Villa,New Delhi,18-Sep-2023,Aman Mishra,Ashish Kumar,18,18,Live,Arun Biyani,0.00%,2068.6,1942.3,2632.2,35.5% ▲,0.08,0.92,1085.8% ▲,0.41,1.67,2.58,154.46%,0.91,No Grid,3861,0-10%,0,5,13,Karol Bagh,Metro,PreSet,CAT C
53538,FabExpress Md,Vadodara,25-Sep-2023,Deeksha Pathak,Arun Dagar,11,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Amitnagar,Business,PreSet,
53544,FabExpress Rani Bagh,Jaipur,18-Sep-2023,Deeksha Pathak,Arun Dagar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Mansarovar,Leisure,PreSet,
53545,FabExpress Joey's Place LEC,Goa,20-Oct-2023,Abhinav Sharma,Arun Dagar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Nerul,Leisure,PreSet,
53546,FabHotel Prism Grand Delist,Zirakpur,22-Sep-2023,Jitendra Dhaker,Ashish Kumar,21,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Zirakpur Bus Stand,Business,PreSet,
